X,Y,LAYER
116.207,105.341,19

119.064,101.108,19

121.463,96.557,19

123.439,91.830,19

124.921,86.926,19

125.944,81.881,19

126.438,76.801,19

132.259,74.226,20

132.012,69.181,20

131.377,64.171,20

130.283,59.232,20

128.731,54.399,20

126.826,49.707,20

124.462,45.227,20

121.746,40.958,20

118.676,36.936,20

115.254,33.232,20

111.515,29.810,20

107.493,26.706,20

103.260,23.989,20

98.744,21.661,20

94.087,19.721,20

89.254,18.204,20

84.315,17.110,20

79.306,16.440,20

74.226,16.228,20

69.181,16.440,20

64.171,17.110,20

59.232,18.204,20

54.399,19.721,20

49.742,21.661,20

45.227,23.989,20

40.958,26.706,20

36.972,29.810,20

33.232,33.232,20

29.810,36.936,20

26.741,40.958,20

24.025,45.227,20

21.661,49.707,20

19.756,54.399,20

18.204,59.232,20

17.110,64.171,20

16.475,69.181,20

16.228,74.226,20

16.475,79.270,20

17.110,84.315,20

18.204,89.254,20

19.721,94.052,20

21.661,98.744,20

24.025,103.224,20

26.741,107.493,20

29.810,111.515,20

33.232,115.254,20

36.972,118.676,20

40.958,121.746,20

45.227,124.462,20

49.742,126.790,20

54.399,128.731,20

59.232,130.248,20

64.171,131.341,20

69.181,132.012,20

74.226,132.223,20

79.306,132.012,20

84.315,131.341,20

89.254,130.248,20

94.087,128.731,20

98.744,126.790,20

103.224,124.462,20

107.493,121.746,20

111.515,118.676,20

115.254,115.254,20

118.676,111.515,20

121.746,107.493,20

124.462,103.224,20

126.790,98.744,20

128.731,94.052,20

130.283,89.254,20

131.377,84.315,20

132.012,79.270,20

127.108,74.226,20

126.861,69.146,20

126.120,64.065,20

124.921,59.127,20

123.227,54.293,20

121.075,49.672,20

118.465,45.262,20

115.466,41.135,20

112.079,37.289,20

108.340,33.832,20

104.283,30.727,20

99.944,28.011,20

95.357,25.753,20

90.595,23.954,20

85.656,22.613,20

80.611,21.731,20

75.531,21.379,20

70.416,21.485,20

65.335,22.120,20

60.361,23.213,20

55.493,24.801,20

50.801,26.812,20

46.356,29.316,20

42.158,32.209,20

38.242,35.490,20

34.679,39.159,20

31.468,43.145,20

28.681,47.414,20

26.282,51.930,20

24.377,56.657,20

22.896,61.561,20

21.908,66.570,20

21.414,71.650,20

21.414,76.766,20

21.908,81.846,20

22.896,86.855,20

24.342,91.759,20

26.282,96.486,20

28.646,101.037,20

31.468,105.306,20

34.643,109.292,20

38.206,112.926,20

42.122,116.242,20

46.320,119.135,20

50.801,121.604,20

55.458,123.651,20

60.326,125.238,20

65.335,126.332,20

70.380,126.967,20

75.496,127.108,20

80.576,126.720,20

85.621,125.873,20

90.560,124.533,20

95.322,122.733,20

99.908,120.440,20

104.248,117.759,20

108.305,114.655,20

112.079,111.197,20

115.466,107.352,20

118.465,103.224,20

121.040,98.815,20

123.192,94.193,20

124.885,89.360,20

126.120,84.421,20

126.861,79.376,20

15.664,76.801,21

16.122,81.881,21

17.004,86.926,21

18.345,91.865,21

20.073,96.663,21

22.225,101.284,21

24.801,105.729,21

27.729,109.927,21

31.010,113.843,21

34.643,117.442,21

38.559,120.758,21

42.757,123.686,21

47.167,126.226,21

51.824,128.378,21

56.622,130.142,21

61.561,131.482,21

66.606,132.364,21

71.686,132.788,21

76.801,132.788,21

81.881,132.364,21

86.926,131.482,21

91.865,130.142,21

96.663,128.378,21

101.319,126.226,21

105.729,123.686,21

109.927,120.758,21

113.843,117.442,21

117.477,113.843,21

120.758,109.927,21

123.686,105.729,21

126.261,101.284,21

128.413,96.663,21

130.142,91.865,21

131.482,86.926,21

132.364,81.881,21

132.823,76.801,21

132.823,71.686,21

132.364,66.570,21

131.482,61.525,21

130.142,56.586,21

128.413,51.789,21

126.226,47.167,21

123.686,42.722,21

120.758,38.524,21

117.477,34.608,21

113.843,31.010,21

109.927,27.729,21

105.729,24.801,21

101.319,22.225,21

96.663,20.073,21

91.865,18.309,21

86.926,17.004,21

81.881,16.122,21

76.801,15.664,21

71.686,15.664,21

66.606,16.122,21

61.561,17.004,21

56.622,18.309,21

51.789,20.073,21

47.167,22.225,21

42.757,24.801,21

38.559,27.729,21

34.643,31.010,21

31.010,34.608,21

27.729,38.524,21

24.801,42.722,21

22.225,47.167,21

20.073,51.789,21

18.345,56.586,21

17.004,61.525,21

16.122,66.570,21

15.664,71.686,21

20.744,74.226,21

20.991,79.306,21

21.696,84.351,21

22.896,89.289,21

24.589,94.123,21

26.706,98.744,21

29.246,103.154,21

32.174,107.317,21

35.525,111.162,21

39.194,114.655,21

43.216,117.830,21

47.485,120.581,21

52.036,122.910,21

56.763,124.780,21

61.631,126.226,21

66.641,127.178,21

71.721,127.672,21

76.801,127.672,21

81.881,127.178,21

86.855,126.226,21

91.759,124.780,21

96.486,122.910,21

101.002,120.546,21

105.271,117.794,21

109.292,114.655,21

112.961,111.127,21

116.313,107.281,21

119.241,103.154,21

121.816,98.744,21

123.898,94.087,21

125.591,89.289,21

126.790,84.351,21

127.496,79.306,21

127.743,74.226,21

127.496,69.146,21

126.755,64.101,21

125.556,59.127,21

123.898,54.329,21

121.781,49.707,21

119.241,45.297,21

116.277,41.135,21

112.961,37.289,21

109.257,33.797,21

105.271,30.622,21

100.967,27.870,21

96.451,25.542,21

91.724,23.672,21

86.820,22.225,21

81.846,21.273,21

76.766,20.779,21

71.686,20.779,21

66.606,21.273,21

61.596,22.225,21

56.728,23.672,21

52.000,25.577,21

47.485,27.905,21

43.181,30.657,21

39.194,33.797,21

35.490,37.324,21

32.174,41.170,21

29.210,45.333,21

26.670,49.742,21

24.554,54.364,21

22.896,59.197,21

21.696,64.136,21

20.991,69.181,21

74.261,14.993,22

69.146,15.205,22

64.101,15.840,22

59.127,16.934,22

54.258,18.451,22

49.531,20.391,22

44.980,22.719,22

40.676,25.400,22

36.584,28.470,22

32.809,31.892,22

29.316,35.596,22

26.141,39.618,22

23.354,43.886,22

20.920,48.367,22

18.909,53.023,22

17.286,57.892,22

16.087,62.831,22

15.346,67.876,22

14.993,72.956,22

15.099,78.071,22

15.664,83.116,22

16.651,88.125,22

18.063,93.029,22

19.862,97.792,22

22.120,102.378,22

24.730,106.752,22

27.694,110.880,22

31.010,114.760,22

34.679,118.324,22

38.595,121.569,22

42.793,124.462,22

47.238,126.967,22

51.859,129.083,22

56.657,130.812,22

61.596,132.117,22

66.641,132.999,22

71.721,133.423,22

76.801,133.423,22

81.881,132.999,22

86.926,132.117,22

91.830,130.812,22

96.627,129.083,22

101.284,126.967,22

105.694,124.427,22

109.892,121.534,22

113.843,118.324,22

117.477,114.725,22

120.793,110.880,22

123.792,106.717,22

126.402,102.342,22

128.625,97.756,22

130.424,92.994,22

131.835,88.090,22

132.823,83.081,22

133.387,78.036,22

133.493,72.920,22

133.140,67.840,22

132.364,62.795,22

131.165,57.856,22

129.577,53.023,22

127.531,48.331,22

125.097,43.851,22

122.310,39.582,22

119.170,35.596,22

115.678,31.856,22

111.868,28.470,22

107.811,25.400,22

103.471,22.684,22

98.920,20.356,22

94.193,18.451,22

89.325,16.934,22

84.351,15.840,22

79.306,15.205,22

74.261,20.109,22

69.181,20.356,22

64.136,21.061,22

59.232,22.225,22

54.399,23.883,22

49.778,25.930,22

45.368,28.434,22

41.205,31.362,22

37.324,34.643,22

33.797,38.277,22

30.622,42.193,22

27.799,46.426,22

25.400,50.907,22

23.425,55.563,22

21.908,60.432,22

20.850,65.371,22

20.250,70.416,22

20.144,75.496,22

20.497,80.540,22

21.308,85.550,22

22.613,90.454,22

24.342,95.216,22

26.529,99.802,22

29.140,104.177,22

32.139,108.269,22

35.525,112.044,22

39.230,115.501,22

43.251,118.606,22

47.555,121.322,22

52.071,123.615,22

56.798,125.450,22

61.667,126.861,22

66.641,127.813,22

71.686,128.307,22

76.766,128.307,22

81.810,127.813,22

86.820,126.861,22

91.688,125.485,22

96.416,123.615,22

100.931,121.322,22

105.235,118.606,22

109.257,115.501,22

112.961,112.044,22

116.313,108.269,22

119.311,104.177,22

121.922,99.838,22

124.109,95.252,22

125.873,90.489,22

127.178,85.585,22

127.990,80.576,22

128.343,75.496,22

128.237,70.451,22

127.637,65.406,22

126.579,60.432,22

125.062,55.599,22

123.086,50.907,22

120.687,46.462,22

117.900,42.228,22

114.690,38.277,22

111.162,34.643,22

107.281,31.362,22

103.119,28.470,22

98.709,25.965,22

94.087,23.883,22

89.289,22.225,22

84.351,21.061,22

79.306,20.356,22

74.261,134.093,23

79.306,133.881,23

84.351,133.246,23

89.325,132.188,23

94.193,130.671,23

98.920,128.801,23

103.436,126.508,23

107.775,123.827,23

111.868,120.828,23

115.678,117.442,23

119.206,113.773,23

122.381,109.821,23

125.238,105.623,23

127.708,101.178,23

129.789,96.557,23

131.482,91.759,23

132.788,86.855,23

133.634,81.846,23

134.058,76.766,23

134.058,71.686,23

133.634,66.606,23

132.788,61.596,23

131.482,56.692,23

129.789,51.894,23

127.708,47.273,23

125.238,42.828,23

122.381,38.630,23

119.170,34.679,23

115.678,31.010,23

111.868,27.623,23

107.775,24.624,23

103.436,21.943,23

98.885,19.650,23

94.193,17.780,23

89.325,16.299,23

84.351,15.205,23

79.306,14.570,23

74.226,14.358,23

69.146,14.570,23

64.101,15.205,23

59.162,16.299,23

54.293,17.780,23

49.566,19.685,23

45.015,21.978,23

40.711,24.624,23

36.619,27.658,23

32.809,31.010,23

29.281,34.679,23

26.106,38.630,23

23.248,42.828,23

20.779,47.273,23

18.662,51.930,23

17.004,56.692,23

15.699,61.631,23

14.852,66.641,23

14.429,71.686,23

14.429,76.766,23

14.852,81.846,23

15.699,86.855,23

17.004,91.759,23

18.698,96.557,23

20.779,101.214,23

23.248,105.623,23

26.106,109.857,23

29.316,113.808,23

32.809,117.477,23

36.619,120.828,23

40.711,123.862,23

45.050,126.508,23

49.601,128.801,23

54.293,130.706,23

59.162,132.188,23

64.136,133.246,23

69.181,133.881,23

74.261,128.978,23

79.306,128.731,23

84.315,128.060,23

89.219,126.896,23

94.017,125.273,23

98.638,123.227,23

103.083,120.793,23

107.246,117.936,23

111.127,114.690,23

114.690,111.127,23

117.936,107.211,23

120.793,103.048,23

123.263,98.638,23

125.309,94.017,23

126.896,89.219,23

128.060,84.280,23

128.766,79.270,23

128.978,74.226,23

128.766,69.181,23

128.060,64.171,23

126.896,59.232,23

125.309,54.434,23

123.263,49.813,23

120.793,45.403,23

117.936,41.240,23

114.690,37.360,23

111.127,33.761,23

107.246,30.551,23

103.048,27.694,23

98.638,25.224,23

94.017,23.178,23

89.219,21.555,23

84.315,20.426,23

79.306,19.721,23

74.226,19.474,23

69.181,19.721,23

64.171,20.426,23

59.268,21.555,23

54.470,23.178,23

49.848,25.224,23

45.403,27.694,23

41.240,30.551,23

37.360,33.761,23

33.797,37.360,23

30.551,41.240,23

27.694,45.403,23

25.224,49.813,23

23.178,54.434,23

21.590,59.232,23

20.426,64.171,23

19.721,69.181,23

19.474,74.226,23

19.721,79.270,23

20.426,84.280,23

21.590,89.219,23

23.178,94.017,23

25.224,98.638,23

27.694,103.048,23

30.551,107.211,23

33.761,111.127,23

37.360,114.690,23

41.240,117.936,23

45.403,120.793,23

49.848,123.227,23

54.470,125.273,23

59.268,126.896,23

64.171,128.060,23

69.181,128.731,23

13.723,74.226,24

13.935,79.306,24

14.605,84.315,24

15.628,89.289,24

17.110,94.123,24

18.980,98.850,24

21.238,103.366,24

23.848,107.705,24

26.812,111.797,24

30.128,115.642,24

33.761,119.206,24

37.677,122.416,24

41.840,125.309,24

46.215,127.849,24

50.801,130.001,24

55.563,131.765,24

60.432,133.140,24

65.406,134.093,24

70.451,134.622,24

75.496,134.728,24

80.576,134.410,24

85.585,133.670,24

90.524,132.505,24

95.322,130.953,24

100.014,128.978,24

104.494,126.614,24

108.763,123.898,24

112.820,120.864,24

116.560,117.442,24

120.052,113.773,24

123.192,109.786,24

125.979,105.588,24

128.448,101.143,24

130.495,96.486,24

132.153,91.724,24

133.423,86.820,24

134.269,81.810,24

134.693,76.766,24

134.693,71.686,24

134.269,66.641,24

133.423,61.667,24

132.153,56.728,24

130.495,51.965,24

128.448,47.344,24

125.979,42.898,24

123.192,38.665,24

120.052,34.714,24

116.560,31.010,24

112.820,27.623,24

108.763,24.554,24

104.494,21.837,24

100.014,19.474,24

95.322,17.533,24

90.524,15.946,24

85.585,14.817,24

80.576,14.076,24

75.496,13.759,24

70.451,13.864,24

65.406,14.394,24

60.432,15.311,24

55.528,16.687,24

50.801,18.451,24

46.215,20.603,24

41.840,23.143,24

37.677,26.035,24

33.761,29.281,24

30.128,32.809,24

26.812,36.654,24

23.848,40.746,24

21.238,45.086,24

18.980,49.637,24

17.110,54.329,24

15.628,59.197,24

14.570,64.136,24

13.935,69.181,24

129.542,71.686,24

129.083,66.570,24

128.131,61.561,24

126.755,56.622,24

124.885,51.859,24

122.628,47.273,24

119.911,42.934,24

116.842,38.841,24

113.385,35.067,24

109.610,31.645,24

105.553,28.540,24

101.178,25.859,24

96.627,23.566,24

91.830,21.731,24

86.926,20.320,24

81.881,19.403,24

76.801,18.909,24

71.686,18.909,24

66.606,19.368,24

61.561,20.320,24

56.657,21.731,24

51.894,23.566,24

47.308,25.859,24

42.934,28.540,24

38.877,31.609,24

35.102,35.067,24

31.645,38.841,24

28.575,42.934,24

25.859,47.273,24

23.601,51.859,24

21.731,56.622,24

20.320,61.561,24

19.403,66.570,24

18.909,71.686,24

18.909,76.766,24

19.403,81.881,24

20.320,86.891,24

21.731,91.830,24

23.566,96.592,24

25.859,101.178,24

28.540,105.518,24

31.645,109.610,24

35.067,113.385,24

38.877,116.842,24

42.934,119.911,24

47.273,122.592,24

51.859,124.885,24

56.622,126.720,24

61.561,128.131,24

66.570,129.083,24

71.686,129.542,24

76.801,129.542,24

81.881,129.083,24

86.926,128.131,24

91.830,126.755,24

96.592,124.885,24

101.178,122.628,24

105.518,119.911,24

109.610,116.842,24

113.385,113.385,24

116.842,109.610,24

119.911,105.518,24

122.628,101.178,24

124.885,96.592,24

126.755,91.830,24

128.131,86.926,24

129.083,81.881,24

129.542,76.801,24

135.363,74.226,25

135.151,69.181,25

134.552,64.171,25

133.493,59.232,25

132.047,54.399,25

130.212,49.672,25

127.990,45.121,25

125.415,40.782,25

122.486,36.689,25

119.206,32.844,25

115.642,29.246,25

111.797,26.000,25

107.670,23.072,25

103.330,20.461,25

98.779,18.239,25

94.087,16.404,25

89.254,14.958,25

84.315,13.935,25

79.270,13.300,25

74.226,13.088,25

69.181,13.300,25

64.171,13.935,25

59.232,14.958,25

54.399,16.404,25

49.672,18.239,25

45.156,20.461,25

40.817,23.072,25

36.689,26.000,25

32.844,29.246,25

29.281,32.844,25

26.000,36.689,25

23.072,40.817,25

20.497,45.156,25

18.274,49.672,25

16.440,54.399,25

14.993,59.232,25

13.935,64.171,25

13.335,69.181,25

13.124,74.226,25

13.335,79.270,25

13.935,84.280,25

14.993,89.254,25

16.440,94.087,25

18.274,98.779,25

20.497,103.330,25

23.072,107.670,25

26.000,111.797,25

29.281,115.642,25

32.844,119.206,25

36.689,122.486,25

40.817,125.415,25

45.156,127.990,25

49.707,130.212,25

54.399,132.047,25

59.232,133.493,25

64.171,134.516,25

69.216,135.151,25

74.261,135.363,25

79.306,135.151,25

84.315,134.516,25

89.254,133.493,25

94.087,132.047,25

98.815,130.212,25

103.330,127.990,25

107.670,125.415,25

111.797,122.451,25

115.642,119.206,25

119.206,115.607,25

122.486,111.762,25

125.415,107.670,25

127.990,103.330,25

130.212,98.779,25

132.047,94.052,25

133.493,89.219,25

134.552,84.280,25

135.151,79.270,25

130.248,74.226,25

130.001,69.146,25

129.330,64.101,25

128.166,59.127,25

126.579,54.293,25

124.533,49.601,25

122.098,45.121,25

119.241,40.888,25

116.030,36.936,25

112.467,33.303,25

108.587,29.987,25

104.424,27.058,25

100.014,24.518,25

95.393,22.366,25

90.595,20.673,25

85.656,19.403,25

80.611,18.592,25

75.531,18.239,25

70.416,18.345,25

65.371,18.944,25

60.361,19.968,25

55.493,21.449,25

50.766,23.390,25

46.250,25.718,25

41.946,28.470,25

37.924,31.609,25

34.185,35.067,25

30.798,38.877,25

27.764,42.969,25

25.118,47.344,25

22.896,51.894,25

21.061,56.657,25

19.685,61.596,25

18.768,66.606,25

18.309,71.650,25

18.309,76.766,25

18.768,81.846,25

19.685,86.855,25

21.061,91.759,25

22.860,96.522,25

25.118,101.108,25

27.764,105.447,25

30.798,109.575,25

34.185,113.349,25

37.924,116.842,25

41.946,119.982,25

46.215,122.733,25

50.766,125.062,25

55.458,127.002,25

60.361,128.484,25

65.335,129.507,25

70.416,130.107,25

75.496,130.212,25

80.576,129.860,25

85.621,129.048,25

90.560,127.813,25

95.357,126.085,25

99.979,123.968,25

104.389,121.428,25

108.551,118.465,25

112.432,115.184,25

115.995,111.515,25

119.241,107.564,25

122.063,103.366,25

124.533,98.885,25

126.543,94.193,25

128.166,89.360,25

129.295,84.386,25

130.001,79.341,25

135.927,71.686,26

135.504,66.606,26

134.693,61.561,26

133.423,56.622,26

131.765,51.789,26

129.718,47.097,26

127.284,42.616,26

124.497,38.348,26

121.358,34.326,26

117.900,30.551,26

114.161,27.094,26

110.139,23.989,26

105.835,21.167,26

101.355,18.768,26

96.698,16.687,26

91.865,15.029,26

86.926,13.794,26

81.881,12.947,26

76.801,12.524,26

71.686,12.524,26

66.606,12.947,26

61.561,13.794,26

56.622,15.064,26

51.789,16.722,26

47.132,18.768,26

42.616,21.167,26

38.348,23.989,26

34.326,27.129,26

30.586,30.551,26

27.129,34.326,26

23.989,38.348,26

21.202,42.616,26

18.768,47.097,26

16.722,51.789,26

15.064,56.622,26

13.794,61.561,26

12.947,66.606,26

12.559,71.686,26

12.559,76.801,26

12.982,81.881,26

13.794,86.926,26

15.064,91.865,26

16.722,96.698,26

18.768,101.355,26

21.202,105.835,26

23.989,110.104,26

27.129,114.161,26

30.586,117.900,26

34.326,121.358,26

38.383,124.497,26

42.652,127.284,26

47.132,129.718,26

51.789,131.765,26

56.622,133.423,26

61.561,134.657,26

66.606,135.504,26

71.686,135.927,26

76.801,135.927,26

81.881,135.504,26

86.926,134.657,26

91.865,133.423,26

96.698,131.765,26

101.355,129.718,26

105.870,127.284,26

110.139,124.497,26

114.161,121.358,26

117.900,117.900,26

121.358,114.125,26

124.497,110.104,26

127.284,105.835,26

129.718,101.355,26

131.765,96.663,26

133.423,91.830,26

134.693,86.891,26

135.504,81.846,26

135.927,76.766,26

17.604,74.226,26

17.851,79.306,26

18.521,84.351,26

19.650,89.289,26

21.238,94.123,26

23.213,98.815,26

25.647,103.260,26

28.434,107.528,26

31.609,111.480,26

35.102,115.149,26

38.947,118.500,26

43.040,121.499,26

47.414,124.109,26

52.000,126.296,26

56.763,128.096,26

61.631,129.436,26

66.641,130.353,26

71.721,130.812,26

76.801,130.812,26

81.846,130.353,26

86.855,129.436,26

91.759,128.096,26

96.486,126.296,26

101.072,124.109,26

105.447,121.499,26

109.539,118.500,26

113.385,115.149,26

116.877,111.480,26

120.052,107.493,26

122.839,103.260,26

125.273,98.779,26

127.249,94.123,26

128.837,89.289,26

129.965,84.351,26

130.636,79.306,26

130.883,74.226,26

130.636,69.146,26

129.965,64.101,26

128.837,59.162,26

127.249,54.329,26

125.273,49.672,26

122.839,45.192,26

120.052,40.958,26

116.877,36.972,26

113.385,33.303,26

109.539,29.951,26

105.447,26.953,26

101.072,24.377,26

96.486,22.155,26

91.724,20.356,26

86.820,19.015,26

81.846,18.098,26

76.766,17.674,26

71.686,17.674,26

66.641,18.133,26

61.631,19.015,26

56.728,20.391,26

51.965,22.155,26

47.414,24.377,26

43.040,26.988,26

38.912,29.951,26

35.102,33.303,26

31.574,36.972,26

28.434,40.958,26

25.612,45.192,26

23.213,49.672,26

21.238,54.329,26

19.650,59.162,26

18.521,64.136,26

17.851,69.181,26

136.633,74.226,27

136.421,69.146,27

135.786,64.101,27

134.763,59.127,27

133.317,54.223,27

131.482,49.496,27

129.295,44.909,27

126.720,40.500,27

123.792,36.337,27

120.546,32.421,27

116.983,28.787,27

113.138,25.471,27

109.045,22.472,27

104.706,19.791,27

100.155,17.498,27

95.463,15.558,27

90.595,14.041,27

85.621,12.912,27

80.611,12.171,27

75.531,11.854,27

70.451,11.959,27

65.371,12.489,27

60.361,13.406,27

55.458,14.746,27

50.660,16.475,27

46.038,18.592,27

41.593,21.061,27

37.395,23.919,27

33.409,27.094,27

29.704,30.551,27

26.282,34.361,27

23.178,38.383,27

20.426,42.652,27

18.063,47.167,27

16.016,51.824,27

14.394,56.657,27

13.159,61.596,27

12.347,66.606,27

11.924,71.686,27

11.924,76.766,27

12.347,81.846,27

13.159,86.855,27

14.394,91.794,27

16.016,96.592,27

18.027,101.284,27

20.426,105.764,27

23.178,110.068,27

26.282,114.090,27

29.669,117.865,27

33.373,121.358,27

37.360,124.533,27

41.593,127.355,27

46.003,129.860,27

50.660,131.976,27

55.422,133.705,27

60.326,135.046,27

65.335,135.963,27

70.416,136.492,27

75.496,136.598,27

80.576,136.280,27

85.621,135.575,27

90.560,134.446,27

95.428,132.894,27

100.120,130.988,27

104.671,128.695,27

109.010,126.014,27

113.102,123.016,27

116.948,119.699,27

120.511,116.066,27

123.792,112.150,27

126.685,107.987,27

129.295,103.577,27

131.482,98.991,27

133.317,94.264,27

134.763,89.360,27

135.786,84.386,27

136.421,79.341,27

74.261,16.969,27

69.181,17.216,27

64.171,17.886,27

59.232,18.980,27

54.399,20.532,27

49.742,22.508,27

45.262,24.871,27

40.993,27.623,27

37.007,30.727,27

33.303,34.185,27

29.951,37.960,27

26.917,42.017,27

24.236,46.320,27

21.978,50.871,27

20.109,55.563,27

18.698,60.432,27

17.674,65.406,27

17.110,70.416,27

17.004,75.496,27

17.357,80.540,27

18.133,85.550,27

19.333,90.454,27

20.991,95.252,27

23.037,99.873,27

25.506,104.283,27

28.364,108.481,27

31.574,112.397,27

35.102,116.030,27

38.947,119.311,27

43.075,122.275,27

47.449,124.815,27

52.036,127.002,27

56.763,128.766,27

61.667,130.071,27

66.641,130.988,27

71.686,131.412,27

76.766,131.412,27

81.810,130.988,27

86.785,130.107,27

91.688,128.766,27

96.416,127.002,27

101.002,124.850,27

105.376,122.275,27

109.504,119.347,27

113.349,116.030,27

116.877,112.432,27

120.087,108.516,27

122.945,104.318,27

125.415,99.908,27

127.496,95.287,27

129.119,90.489,27

130.353,85.585,27

131.130,80.576,27

131.482,75.531,27

131.377,70.451,27

130.812,65.441,27

129.824,60.467,27

128.378,55.599,27

126.508,50.907,27

124.250,46.356,27

121.604,42.052,27

118.571,37.995,27

115.184,34.220,27

111.480,30.763,27

107.493,27.623,27

103.260,24.871,27

98.779,22.508,27

94.123,20.532,27

89.289,18.980,27

84.351,17.886,27

79.341,17.216,27

11.254,74.226,28

11.430,79.306,28

12.065,84.351,28

13.088,89.289,28

14.499,94.193,28

16.299,98.920,28

18.451,103.507,28

20.991,107.916,28

23.883,112.079,28

27.094,115.995,28

30.586,119.664,28

34.396,123.016,28

38.453,126.085,28

42.722,128.801,28

47.238,131.130,28

51.894,133.140,28

56.692,134.728,28

61.631,135.963,28

66.641,136.774,28

71.686,137.197,28

76.766,137.197,28

81.810,136.774,28

86.820,135.963,28

91.759,134.763,28

96.557,133.140,28

101.249,131.165,28

105.729,128.801,28

110.033,126.085,28

114.090,123.051,28

117.865,119.664,28

121.393,116.030,28

124.603,112.079,28

127.496,107.916,28

130.036,103.507,28

132.188,98.920,28

133.987,94.193,28

135.398,89.325,28

136.421,84.351,28

137.021,79.306,28

137.233,74.261,28

137.056,69.181,28

136.421,64.136,28

135.434,59.162,28

134.022,54.293,28

132.223,49.566,28

130.036,44.980,28

127.496,40.570,28

124.603,36.407,28

121.428,32.456,28

117.900,28.822,28

114.090,25.436,28

110.033,22.402,28

105.764,19.685,28

101.284,17.322,28

96.592,15.346,28

91.794,13.723,28

86.855,12.524,28

81.846,11.677,28

76.801,11.289,28

71.721,11.289,28

66.676,11.677,28

61.667,12.489,28

56.728,13.723,28

51.930,15.311,28

47.273,17.286,28

42.757,19.650,28

38.489,22.366,28

34.432,25.400,28

30.622,28.787,28

27.094,32.421,28

23.883,36.372,28

21.026,40.535,28

18.486,44.909,28

16.299,49.496,28

14.499,54.258,28

13.088,59.127,28

12.065,64.101,28

11.430,69.146,28

74.261,132.117,28

79.306,131.906,28

84.280,131.235,28

89.219,130.142,28

94.052,128.625,28

98.709,126.685,28

103.189,124.356,28

107.458,121.640,28

111.444,118.571,28

115.184,115.149,28

118.571,111.444,28

121.640,107.423,28

124.356,103.154,28

126.685,98.674,28

128.625,94.017,28

130.142,89.219,28

131.235,84.280,28

131.906,79.270,28

132.117,74.226,28

131.906,69.181,28

131.235,64.171,28

130.142,59.232,28

128.625,54.434,28

126.685,49.778,28

124.356,45.297,28

121.640,41.029,28

118.571,37.007,28

115.184,33.303,28

111.444,29.881,28

107.423,26.812,28

103.189,24.095,28

98.709,21.767,28

94.052,19.826,28

89.219,18.309,28

84.280,17.216,28

79.270,16.581,28

74.226,16.334,28

69.181,16.581,28

64.171,17.216,28

59.268,18.309,28

54.434,19.826,28

49.778,21.767,28

45.297,24.095,28

41.029,26.812,28

37.042,29.881,28

33.303,33.303,28

29.916,37.042,28

